team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
OTT,2024,OTT,OTT,Team Level,4on5,53,0.12,0.14,0.17,14193.0,42.93,4.6,1.99,5.95,1.32,12.79,29.34,4.54,4.6,4.54,42.0,14.0,5.0,61.0,7.0,3.0,2.0,1.0,0.0,7.0,38.0,35.0,49.0,9.0,16.0,143.0,24.0,19.0,21.0,32.0,21.0,3.0,0.95,2.81,0.85,3.0,3.0,1.0,61.0,56.0,56.0,17.0,0.46,0.62,0.62,4.44,4.44,4.44,209.21,35.08,18.0,42.33,6.54,115.48,60.56,29.72,35.08,29.72,202.0,76.0,92.0,370.0,27.0,23.0,4.0,45.0,2.0,94.0,87.0,175.0,251.0,18.0,32.0,114.0,15.0,15.0,52.0,158.0,69.0,51.0,4.52,8.34,22.22,0.0,10.0,17.0,370.0,278.0,278.0,7.0,4.8,7.23,6.7,33.18,33.18,29.2
OTT,2024,OTT,OTT,Team Level,5on4,53,0.92,0.9,0.89,16217.0,230.12,27.23,21.13,49.68,7.8,138.94,72.22,26.23,27.23,26.23,224.0,93.0,131.0,448.0,34.0,28.0,3.0,49.0,0.0,109.0,97.0,190.0,283.0,9.0,18.0,171.0,13.0,18.0,52.0,222.0,63.0,32.0,6.41,7.12,13.7,8.0,11.0,15.0,448.0,317.0,317.0,3.0,5.51,3.42,3.27,29.46,29.46,28.59,30.72,2.34,1.42,4.86,0.91,9.41,21.07,2.31,2.34,2.31,26.0,14.0,10.0,50.0,1.0,1.0,0.0,2.0,0.0,6.0,30.0,25.0,39.0,7.0,14.0,125.0,26.0,19.0,29.0,31.0,7.0,2.0,0.87,0.92,0.56,1.0,0.0,0.0,50.0,40.0,40.0,25.0,0.32,0.14,0.14,2.52,2.52,2.51
TOR,2024,TOR,TOR,Team Level,other,52,0.53,0.48,0.49,7830.0,103.58,28.85,7.2,17.58,3.51,52.64,33.22,27.06,28.85,27.06,97.0,46.0,40.0,183.0,25.0,13.0,0.0,15.0,0.0,48.0,42.0,72.0,118.0,2.0,6.0,84.0,10.0,7.0,22.0,64.0,32.0,47.0,2.7,4.16,21.99,4.0,3.0,18.0,183.0,143.0,143.0,11.0,2.03,3.43,3.43,27.46,27.46,26.42,107.9,25.97,8.39,19.15,3.7,59.9,30.88,24.15,25.97,24.15,100.0,48.0,48.0,196.0,31.0,10.0,1.0,19.0,0.0,54.0,34.0,69.0,117.0,3.0,14.0,77.0,14.0,10.0,22.0,82.0,31.0,35.0,3.27,4.11,18.59,7.0,7.0,17.0,196.0,148.0,148.0,7.0,2.4,2.47,2.47,25.9,25.9,24.48
TOR,2024,TOR,TOR,Team Level,all,52,0.5,0.49,0.49,188159.0,1615.62,163.94,109.01,387.3,53.4,872.67,626.67,156.92,163.76,156.73,1493.0,720.0,830.0,3043.0,159.0,151.0,16.0,317.0,4.0,653.0,929.0,1334.0,2054.0,174.0,381.0,1496.0,1258.0,248.0,746.0,1616.0,399.0,198.0,45.78,50.11,68.05,47.0,62.0,50.0,3028.65,2213.0,2206.05,369.0,24.12,31.43,31.43,156.63,156.26,152.47,1637.15,163.89,109.28,399.73,55.32,892.11,641.66,155.9,165.02,156.96,1516.0,746.0,911.0,3173.0,150.0,168.0,19.0,327.0,2.0,726.0,889.0,1366.0,2112.0,168.0,382.0,1352.0,1028.0,254.0,724.0,1689.0,388.0,185.0,45.98,48.99,68.92,55.0,47.0,48.0,3187.66,2262.0,2278.97,333.0,24.36,33.71,33.89,154.36,155.53,150.83
TOR,2024,TOR,TOR,Team Level,5on5,52,0.51,0.49,0.5,153065.0,1277.46,103.8,81.33,322.45,42.33,690.68,509.41,100.31,103.63,100.12,1177.0,573.0,689.0,2439.0,102.0,110.0,8.0,259.0,4.0,507.0,768.0,1075.0,1648.0,164.0,356.0,1161.0,1206.0,222.0,659.0,1342.0,302.0,106.0,36.43,37.81,29.56,36.0,52.0,14.0,2424.65,1750.0,1743.05,328.0,16.86,21.43,21.95,98.71,98.34,96.86,1263.99,100.4,79.35,326.44,42.98,689.02,515.81,97.22,101.53,98.29,1159.0,595.0,750.0,2504.0,88.0,132.0,16.0,256.0,2.0,543.0,733.0,1071.0,1666.0,147.0,329.0,1043.0,977.0,218.0,637.0,1371.0,282.0,101.0,36.22,35.5,28.68,44.0,31.0,13.0,2518.66,1754.0,1770.97,303.0,16.41,23.94,24.43,92.38,93.55,92.36
TOR,2024,TOR,TOR,Team Level,4on5,52,0.06,0.1,0.12,14073.0,29.44,2.23,1.36,4.51,0.91,9.59,21.41,2.19,2.23,2.19,34.0,6.0,5.0,45.0,3.0,0.0,0.0,5.0,0.0,8.0,24.0,31.0,37.0,4.0,11.0,134.0,31.0,13.0,25.0,31.0,6.0,3.0,0.85,0.7,0.68,2.0,0.0,1.0,45.0,40.0,40.0,23.0,0.32,0.0,0.0,2.54,2.54,2.49,222.29,32.95,19.2,47.28,7.17,129.62,65.76,30.14,32.95,30.14,207.0,95.0,111.0,413.0,28.0,22.0,2.0,50.0,0.0,118.0,84.0,179.0,274.0,15.0,33.0,124.0,12.0,11.0,47.0,197.0,63.0,42.0,5.41,7.69,19.86,4.0,7.0,17.0,413.0,302.0,302.0,6.0,5.02,6.25,5.95,32.03,32.03,29.95
TOR,2024,TOR,TOR,Team Level,5on4,52,0.86,0.86,0.83,13191.0,205.15,29.06,19.12,42.77,6.65,119.77,62.63,27.36,29.06,27.36,185.0,95.0,96.0,376.0,29.0,28.0,8.0,38.0,0.0,90.0,95.0,156.0,251.0,4.0,8.0,117.0,11.0,6.0,40.0,179.0,59.0,42.0,5.8,7.45,15.81,5.0,7.0,17.0,376.0,280.0,280.0,7.0,4.92,6.57,6.05,27.93,27.93,26.69,42.97,4.57,2.34,6.86,1.46,13.57,29.21,4.38,4.57,4.38,50.0,8.0,2.0,60.0,3.0,4.0,0.0,2.0,0.0,11.0,38.0,47.0,55.0,3.0,6.0,108.0,25.0,15.0,18.0,39.0,12.0,7.0,1.09,1.69,1.79,0.0,2.0,1.0,60.0,58.0,58.0,17.0,0.53,1.04,1.04,4.06,4.06,4.04
NSH,2024,NSH,NSH,Team Level,other,52,0.59,0.62,0.59,8664.0,143.34,37.57,10.18,25.21,4.91,77.08,43.05,32.79,37.57,32.79,127.0,71.0,89.0,287.0,24.0,18.0,3.0,35.0,2.0,61.0,58.0,103.0,174.0,5.0,10.0,114.0,18.0,10.0,23.0,85.0,53.0,60.0,3.82,6.51,27.24,3.0,5.0,16.0,287.0,198.0,198.0,12.0,3.16,6.11,6.5,34.23,34.23,31.09,94.76,26.04,6.12,16.36,3.12,47.84,35.52,24.55,26.04,24.55,91.0,44.0,39.0,174.0,34.0,3.0,1.0,16.0,2.0,36.0,44.0,57.0,101.0,6.0,12.0,109.0,30.0,8.0,33.0,61.0,33.0,41.0,2.36,4.04,19.63,6.0,5.0,23.0,174.0,135.0,135.0,14.0,1.77,1.01,1.01,26.8,26.8,25.55
NSH,2024,NSH,NSH,Team Level,all,52,0.51,0.52,0.51,188528.0,1678.58,170.92,114.14,401.08,56.71,918.04,651.1,161.54,170.89,161.5,1565.0,747.0,940.0,3252.0,135.0,164.0,14.0,359.0,4.0,722.0,928.0,1430.0,2177.0,196.0,470.0,1560.0,1301.0,249.0,817.0,1674.0,444.0,194.0,47.86,54.81,68.25,42.0,54.0,39.0,3235.14,2312.0,2305.26,363.0,25.73,34.36,34.36,162.29,162.15,156.83,1603.47,163.31,108.23,386.32,53.41,861.33,631.41,154.75,163.66,155.12,1528.0,676.0,782.0,2986.0,169.0,144.0,13.0,301.0,3.0,684.0,903.0,1359.0,2035.0,188.0,463.0,1457.0,1095.0,277.0,833.0,1593.0,436.0,175.0,47.52,52.82,62.97,72.0,47.0,50.0,3001.47,2204.0,2214.01,414.0,24.18,30.76,30.76,156.73,157.24,152.11
NSH,2024,NSH,NSH,Team Level,5on5,52,0.51,0.51,0.5,151653.0,1278.12,107.2,83.41,322.8,43.35,696.9,511.33,103.52,107.18,103.47,1187.0,578.0,743.0,2508.0,78.0,120.0,8.0,275.0,2.0,545.0,745.0,1109.0,1687.0,166.0,407.0,1191.0,1226.0,212.0,722.0,1331.0,331.0,103.0,37.72,41.22,28.26,33.0,37.0,8.0,2491.14,1765.0,1758.26,330.0,17.31,23.87,23.54,100.97,100.83,99.35,1263.66,102.84,81.05,319.99,42.36,683.25,510.52,99.1,103.2,99.47,1202.0,538.0,638.0,2378.0,112.0,118.0,9.0,236.0,0.0,531.0,743.0,1090.0,1628.0,166.0,414.0,1096.0,1012.0,242.0,725.0,1329.0,320.0,91.0,38.92,38.66,25.26,64.0,33.0,15.0,2393.47,1740.0,1750.01,371.0,16.82,22.27,22.81,96.85,97.36,95.8
NSH,2024,NSH,NSH,Team Level,4on5,52,0.09,0.12,0.14,14706.0,35.18,3.01,1.64,4.98,1.04,11.31,25.03,2.91,3.01,2.91,39.0,8.0,4.0,51.0,1.0,1.0,0.0,5.0,0.0,7.0,33.0,38.0,46.0,8.0,16.0,128.0,38.0,18.0,23.0,36.0,7.0,4.0,1.08,0.89,1.03,1.0,0.0,0.0,51.0,47.0,47.0,19.0,0.38,0.29,0.29,3.09,3.09,2.99,207.8,31.27,19.07,44.12,6.73,117.67,60.15,27.97,31.27,27.97,193.0,86.0,95.0,374.0,21.0,23.0,3.0,47.0,1.0,107.0,80.0,172.0,258.0,11.0,22.0,130.0,16.0,18.0,51.0,168.0,69.0,42.0,5.13,8.35,17.79,2.0,7.0,12.0,374.0,279.0,279.0,10.0,5.13,7.47,6.93,29.47,29.47,27.17
NSH,2024,NSH,NSH,Team Level,5on4,52,0.88,0.87,0.86,13505.0,221.93,23.14,18.92,48.09,7.41,132.75,71.69,22.32,23.14,22.32,212.0,90.0,104.0,406.0,32.0,25.0,3.0,44.0,0.0,109.0,92.0,180.0,270.0,17.0,37.0,127.0,19.0,9.0,49.0,222.0,53.0,27.0,5.24,6.18,11.72,5.0,12.0,15.0,406.0,302.0,302.0,2.0,4.88,4.09,4.04,24.0,24.0,23.4,37.26,3.16,2.0,5.84,1.21,12.57,25.21,3.14,3.16,3.14,42.0,8.0,10.0,60.0,2.0,0.0,0.0,2.0,0.0,10.0,36.0,40.0,48.0,5.0,15.0,122.0,37.0,9.0,24.0,35.0,14.0,1.0,1.11,1.76,0.29,0.0,2.0,0.0,60.0,50.0,50.0,19.0,0.46,0.0,0.0,3.61,3.61,3.59
WPG,2024,WPG,WPG,Team Level,other,54,0.51,0.48,0.5,6546.0,86.45,22.45,5.81,15.44,2.86,47.31,28.19,21.42,22.45,21.42,84.0,39.0,35.0,158.0,35.0,5.0,2.0,10.0,0.0,35.0,38.0,49.0,88.0,1.0,2.0,80.0,21.0,4.0,18.0,68.0,24.0,31.0,2.51,2.97,16.97,4.0,8.0,23.0,158.0,123.0,123.0,15.0,1.7,1.34,1.34,22.75,22.75,21.88,89.4,21.66,6.44,16.48,2.95,45.92,28.55,19.88,21.66,19.88,86.0,36.0,49.0,171.0,21.0,13.0,2.0,11.0,0.0,46.0,31.0,65.0,101.0,3.0,6.0,63.0,22.0,9.0,12.0,66.0,22.0,34.0,2.54,2.79,16.32,3.0,2.0,16.0,171.0,122.0,122.0,5.0,1.83,3.86,3.86,19.63,19.63,18.47
WPG,2024,WPG,WPG,Team Level,all,54,0.52,0.49,0.5,195463.0,1676.0,168.63,110.18,408.3,56.17,903.75,660.05,160.21,170.75,162.26,1529.0,779.0,810.0,3118.0,195.0,172.0,23.0,323.0,3.0,718.0,897.0,1334.0,2113.0,159.0,353.0,1474.0,1028.0,291.0,771.0,1681.0,435.0,192.0,46.0,53.55,69.07,64.0,65.0,66.0,3175.64,2308.0,2344.23,375.0,24.36,36.44,36.5,156.42,158.36,154.03,1667.27,155.54,111.07,414.74,56.93,912.87,664.86,148.1,154.9,147.45,1512.0,804.0,932.0,3248.0,131.0,171.0,18.0,340.0,5.0,795.0,874.0,1381.0,2185.0,169.0,365.0,1506.0,1325.0,274.0,785.0,1768.0,378.0,170.0,47.87,47.48,60.2,50.0,31.0,50.0,3199.88,2316.0,2293.45,379.0,24.69,32.83,32.83,147.4,146.65,142.98
WPG,2024,WPG,WPG,Team Level,5on5,54,0.52,0.5,0.5,163218.0,1363.2,112.32,85.12,347.84,45.77,735.13,554.83,107.78,114.43,109.83,1230.0,651.0,699.0,2580.0,115.0,140.0,17.0,281.0,3.0,585.0,757.0,1115.0,1766.0,146.0,327.0,1176.0,977.0,253.0,691.0,1437.0,330.0,114.0,38.35,40.35,33.61,51.0,45.0,19.0,2637.64,1881.0,1917.23,334.0,17.66,28.95,29.01,100.95,102.89,101.0,1328.59,103.2,83.87,343.71,45.39,734.08,545.75,99.37,102.56,98.71,1200.0,656.0,764.0,2620.0,81.0,124.0,15.0,291.0,5.0,648.0,707.0,1119.0,1775.0,150.0,327.0,1189.0,1251.0,241.0,713.0,1461.0,304.0,91.0,39.63,38.36,25.21,39.0,26.0,16.0,2571.88,1856.0,1833.45,353.0,17.35,23.98,23.98,96.57,95.81,94.15
WPG,2024,WPG,WPG,Team Level,4on5,54,0.11,0.09,0.11,12970.0,28.39,3.35,1.53,3.63,0.87,8.37,18.25,3.29,3.35,3.29,27.0,9.0,2.0,38.0,1.0,1.0,0.0,1.0,0.0,8.0,25.0,26.0,35.0,6.0,12.0,105.0,24.0,21.0,24.0,19.0,12.0,5.0,0.46,1.64,1.25,0.0,1.0,0.0,38.0,36.0,36.0,22.0,0.35,0.15,0.15,3.55,3.55,3.51,210.95,27.44,18.83,48.11,7.28,120.38,63.96,25.75,27.44,25.75,184.0,102.0,113.0,399.0,27.0,30.0,0.0,34.0,0.0,95.0,100.0,157.0,259.0,13.0,26.0,148.0,16.0,8.0,34.0,202.0,43.0,41.0,4.74,5.13,17.58,7.0,3.0,17.0,399.0,286.0,286.0,0.0,5.05,4.41,4.41,28.09,28.09,27.37
WPG,2024,WPG,WPG,Team Level,5on4,54,0.9,0.85,0.84,12729.0,197.95,30.5,17.72,41.39,6.67,112.95,58.79,27.72,30.5,27.72,188.0,80.0,74.0,342.0,44.0,26.0,4.0,31.0,0.0,90.0,77.0,144.0,224.0,6.0,12.0,113.0,6.0,13.0,38.0,157.0,69.0,42.0,4.68,8.58,17.24,9.0,11.0,24.0,342.0,268.0,268.0,4.0,4.65,6.0,6.0,29.16,29.16,27.64,38.32,3.23,1.93,6.44,1.31,12.49,26.6,3.1,3.23,3.1,42.0,10.0,6.0,58.0,2.0,4.0,1.0,4.0,0.0,6.0,36.0,40.0,50.0,3.0,6.0,106.0,36.0,16.0,26.0,39.0,9.0,4.0,0.96,1.2,1.08,1.0,0.0,1.0,58.0,52.0,52.0,21.0,0.45,0.57,0.57,3.11,3.11,2.99
EDM,2024,EDM,EDM,Team Level,other,52,0.55,0.51,0.52,6904.0,104.52,23.72,7.17,18.92,3.45,50.87,34.87,21.85,23.72,21.85,94.0,45.0,44.0,183.0,23.0,14.0,3.0,9.0,0.0,49.0,44.0,71.0,116.0,3.0,6.0,77.0,13.0,7.0,23.0,65.0,36.0,38.0,2.84,4.66,16.22,4.0,7.0,12.0,183.0,139.0,139.0,7.0,2.03,4.54,4.54,21.21,21.21,20.35,91.16,19.28,6.42,17.77,3.22,51.55,30.76,17.8,19.28,17.8,82.0,47.0,46.0,175.0,11.0,7.0,0.0,11.0,2.0,63.0,35.0,71.0,118.0,2.0,4.0,69.0,15.0,11.0,21.0,75.0,26.0,28.0,2.81,3.06,13.41,4.0,1.0,6.0,175.0,129.0,129.0,10.0,1.85,1.2,1.2,19.94,19.94,18.59
EDM,2024,EDM,EDM,Team Level,all,52,0.56,0.54,0.54,188531.0,1768.19,178.87,117.86,425.16,59.01,936.12,691.98,169.41,179.02,169.55,1692.0,717.0,908.0,3317.0,171.0,200.0,25.0,346.0,2.0,766.0,924.0,1521.0,2238.0,149.0,343.0,1485.0,691.0,277.0,786.0,1743.0,473.0,193.0,51.38,58.94,68.57,63.0,62.0,46.0,3329.36,2409.0,2419.02,322.0,25.94,44.77,44.77,160.04,160.26,156.33,1477.36,140.75,93.82,363.74,49.71,793.69,579.29,134.64,141.3,135.15,1385.0,636.0,792.0,2813.0,141.0,140.0,17.0,286.0,6.0,629.0,819.0,1244.0,1880.0,161.0,368.0,1359.0,1112.0,253.0,766.0,1525.0,334.0,162.0,43.09,41.19,56.48,60.0,45.0,36.0,2801.58,2021.0,2020.87,352.0,20.67,29.76,29.76,131.66,131.76,127.78
EDM,2024,EDM,EDM,Team Level,5on5,52,0.55,0.54,0.55,157915.0,1434.67,122.66,91.38,358.61,47.89,765.82,578.65,117.61,122.81,117.74,1371.0,594.0,767.0,2732.0,116.0,151.0,17.0,305.0,2.0,613.0,778.0,1255.0,1849.0,134.0,310.0,1185.0,651.0,245.0,701.0,1486.0,360.0,119.0,43.31,44.98,34.37,54.0,48.0,14.0,2744.36,1965.0,1975.02,297.0,18.9,32.1,32.23,109.33,109.55,107.75,1197.95,99.59,73.19,306.67,40.11,639.36,476.08,96.04,100.14,96.55,1124.0,511.0,664.0,2299.0,100.0,120.0,16.0,243.0,4.0,484.0,684.0,1024.0,1535.0,151.0,345.0,1103.0,1066.0,221.0,684.0,1258.0,270.0,107.0,35.36,33.59,30.65,51.0,33.0,16.0,2287.58,1635.0,1634.87,319.0,15.13,26.31,26.34,88.38,88.47,86.87
EDM,2024,EDM,EDM,Team Level,4on5,52,0.13,0.14,0.17,11229.0,31.55,2.78,1.48,4.8,0.99,9.86,22.08,2.75,2.78,2.75,32.0,10.0,6.0,48.0,2.0,2.0,0.0,1.0,0.0,11.0,26.0,30.0,40.0,4.0,8.0,100.0,19.0,15.0,16.0,26.0,15.0,1.0,0.66,1.88,0.25,1.0,1.0,0.0,48.0,42.0,42.0,11.0,0.34,0.27,0.27,2.85,2.85,2.84,153.67,18.46,12.54,34.1,5.19,91.8,48.91,17.46,18.46,17.46,150.0,61.0,78.0,289.0,28.0,10.0,1.0,32.0,0.0,75.0,66.0,122.0,183.0,3.0,6.0,92.0,10.0,10.0,40.0,160.0,28.0,23.0,4.0,3.15,11.32,4.0,10.0,14.0,289.0,211.0,211.0,7.0,3.3,1.54,1.51,20.25,20.25,19.25
EDM,2024,EDM,EDM,Team Level,5on4,52,0.9,0.88,0.85,12483.0,197.46,29.71,17.83,42.83,6.67,109.57,56.37,27.2,29.71,27.2,195.0,68.0,91.0,354.0,30.0,33.0,5.0,31.0,0.0,93.0,76.0,165.0,233.0,8.0,19.0,123.0,8.0,10.0,46.0,166.0,62.0,35.0,4.57,7.41,17.73,4.0,6.0,20.0,354.0,263.0,263.0,7.0,4.67,7.86,7.73,26.66,26.66,25.39,34.58,3.42,1.67,5.18,1.19,10.99,23.54,3.33,3.42,3.33,29.0,17.0,4.0,50.0,2.0,3.0,0.0,0.0,0.0,7.0,34.0,27.0,44.0,5.0,13.0,95.0,21.0,11.0,21.0,32.0,10.0,4.0,0.92,1.4,1.1,1.0,1.0,0.0,50.0,46.0,46.0,16.0,0.39,0.71,0.71,3.1,3.1,3.06
SEA,2024,SEA,SEA,Team Level,other,54,0.46,0.55,0.54,9017.0,115.11,26.06,8.69,20.55,4.13,67.56,37.02,23.55,26.06,23.55,102.0,62.0,60.0,224.0,28.0,10.0,2.0,17.0,2.0,61.0,46.0,74.0,136.0,6.0,12.0,77.0,11.0,11.0,25.0,80.0,48.0,36.0,3.12,6.02,16.91,5.0,9.0,14.0,224.0,164.0,164.0,10.0,2.51,2.76,2.76,25.8,25.8,23.47,95.37,31.13,6.4,15.19,3.41,52.45,30.42,27.51,31.13,27.51,79.0,60.0,48.0,187.0,23.0,5.0,1.0,15.0,0.0,59.0,37.0,56.0,116.0,5.0,10.0,97.0,16.0,10.0,22.0,65.0,18.0,56.0,2.42,2.07,26.64,3.0,2.0,18.0,187.0,139.0,139.0,10.0,1.94,1.36,1.36,31.7,31.7,28.13
SEA,2024,SEA,SEA,Team Level,all,54,0.47,0.48,0.48,195598.0,1625.1,155.63,106.3,395.22,55.06,904.35,653.42,148.04,154.74,147.21,1448.0,822.0,858.0,3128.0,160.0,142.0,17.0,298.0,4.0,773.0,893.0,1288.0,2110.0,148.0,327.0,1492.0,1157.0,268.0,762.0,1719.0,400.0,151.0,47.28,51.29,57.06,60.0,58.0,42.0,3090.99,2270.0,2250.49,358.0,23.52,31.24,31.24,147.91,146.99,142.55,1773.64,176.91,119.15,432.2,60.68,979.38,698.68,167.64,178.98,169.65,1555.0,912.0,972.0,3439.0,171.0,179.0,20.0,388.0,3.0,855.0,871.0,1384.0,2296.0,175.0,377.0,1555.0,1108.0,241.0,749.0,1851.0,400.0,216.0,52.3,49.97,74.64,64.0,60.0,47.0,3494.69,2467.0,2504.18,354.0,26.35,35.03,35.03,168.23,169.98,163.34
SEA,2024,SEA,SEA,Team Level,5on5,54,0.45,0.47,0.48,160348.0,1286.9,97.3,79.31,328.24,43.71,712.05,536.39,94.48,96.41,93.65,1137.0,660.0,704.0,2501.0,108.0,111.0,12.0,244.0,2.0,599.0,733.0,1029.0,1689.0,135.0,301.0,1175.0,1109.0,230.0,681.0,1429.0,294.0,74.0,38.32,37.9,21.09,52.0,43.0,13.0,2463.99,1797.0,1777.49,325.0,16.36,21.17,21.39,92.28,91.36,89.96,1414.54,117.15,90.34,362.1,48.32,775.28,571.8,112.93,119.22,114.94,1238.0,727.0,804.0,2769.0,121.0,151.0,17.0,321.0,3.0,661.0,708.0,1117.0,1844.0,154.0,333.0,1219.0,1054.0,207.0,686.0,1522.0,324.0,119.0,42.73,40.66,33.76,55.0,52.0,14.0,2824.69,1965.0,2002.18,331.0,18.71,29.62,29.63,106.23,107.98,106.13
SEA,2024,SEA,SEA,Team Level,4on5,54,0.14,0.1,0.11,11620.0,30.76,3.96,1.74,4.94,1.0,8.92,18.44,3.76,3.96,3.76,31.0,8.0,7.0,46.0,1.0,4.0,0.0,0.0,0.0,10.0,24.0,30.0,38.0,1.0,2.0,117.0,32.0,13.0,21.0,24.0,7.0,8.0,0.62,1.1,2.24,1.0,0.0,0.0,46.0,39.0,39.0,19.0,0.4,0.96,0.96,3.41,3.41,3.36,224.09,25.08,20.46,49.12,7.71,139.4,69.23,23.65,25.08,23.65,199.0,112.0,113.0,424.0,26.0,21.0,2.0,48.0,0.0,128.0,88.0,173.0,285.0,9.0,20.0,115.0,8.0,4.0,25.0,229.0,46.0,36.0,6.3,5.66,13.12,6.0,6.0,14.0,424.0,311.0,311.0,3.0,5.25,4.03,4.03,26.3,26.3,25.1
SEA,2024,SEA,SEA,Team Level,5on4,54,0.89,0.86,0.84,14613.0,192.33,28.31,16.57,41.5,6.23,115.81,61.57,26.25,28.31,26.25,178.0,92.0,87.0,357.0,23.0,17.0,3.0,37.0,0.0,103.0,90.0,155.0,247.0,6.0,12.0,123.0,5.0,14.0,35.0,186.0,51.0,33.0,5.22,6.28,16.82,2.0,6.0,15.0,357.0,270.0,270.0,4.0,4.24,6.36,6.14,26.41,26.41,25.76,39.64,3.56,1.94,5.8,1.23,12.25,27.23,3.55,3.56,3.55,39.0,13.0,7.0,59.0,1.0,2.0,0.0,4.0,0.0,7.0,38.0,38.0,51.0,7.0,14.0,124.0,30.0,20.0,16.0,35.0,12.0,5.0,0.85,1.58,1.13,0.0,0.0,1.0,59.0,52.0,52.0,10.0,0.45,0.02,0.01,4.0,4.0,3.98
MIN,2024,MIN,MIN,Team Level,other,53,0.5,0.41,0.42,6696.0,76.41,22.25,4.8,12.24,2.68,39.82,26.22,21.24,22.25,21.24,72.0,36.0,32.0,140.0,26.0,4.0,0.0,5.0,0.0,35.0,38.0,46.0,82.0,2.0,4.0,73.0,10.0,8.0,19.0,55.0,15.0,38.0,2.1,1.76,18.38,3.0,2.0,21.0,140.0,108.0,108.0,7.0,1.38,1.14,1.14,22.49,22.49,21.84,108.9,22.17,7.98,19.63,3.68,59.84,34.69,19.11,22.17,19.11,103.0,45.0,56.0,204.0,18.0,14.0,2.0,14.0,0.0,46.0,56.0,85.0,130.0,4.0,10.0,69.0,16.0,7.0,19.0,72.0,41.0,35.0,2.98,5.36,13.84,4.0,3.0,11.0,204.0,148.0,148.0,9.0,2.25,4.26,4.26,20.17,20.17,18.23
MIN,2024,MIN,MIN,Team Level,all,53,0.49,0.47,0.48,192666.0,1550.76,148.3,102.62,372.97,52.19,849.94,621.99,141.89,150.0,143.5,1462.0,686.0,792.0,2940.0,153.0,159.0,15.0,255.0,2.0,670.0,909.0,1309.0,1995.0,170.0,403.0,1362.0,1017.0,271.0,792.0,1623.0,370.0,155.0,44.86,45.79,57.64,59.0,47.0,47.0,2973.75,2148.0,2175.49,382.0,22.67,31.69,31.69,139.29,140.69,137.63,1695.32,153.68,111.38,409.43,56.59,944.83,671.15,145.88,153.67,145.87,1581.0,767.0,913.0,3261.0,150.0,141.0,20.0,327.0,3.0,717.0,1010.0,1431.0,2198.0,169.0,399.0,1525.0,1037.0,235.0,765.0,1783.0,401.0,164.0,49.46,48.76,55.46,46.0,51.0,53.0,3244.95,2348.0,2339.12,338.0,24.61,31.25,31.25,146.98,146.89,142.55
